Id,target
0,118.79020866701309
1,117.38474293801016
2,-21.552423304178056
3,-46.928853821710376
4,-97.7825538668558
5,-45.37551851174942
6,-78.91839881293518
7,23.3274497571053
8,173.292821079646
9,174.9324331027813
10,-107.24834224408531
11,-20.962545704149814
12,-4.687733981889096
13,123.49443304947829
14,42.069216759862584
15,44.93370993022499
16,-189.67745504475437
17,24.293745209872867
18,9.72731785568357
19,138.4482089648039
20,65.43304836560866
21,-63.07678590866594
22,-110.69659051606787
23,-8.633162983900442
24,-59.283372633586254
25,12.96696201590359
26,30.998125259838307
27,109.73440659544323
28,23.64146458183521
29,-27.443433718442396
30,112.40132491067615
31,-46.04431826135406
32,218.70305476021167
33,-14.13510188584228
34,-231.82799819099537
35,154.90377315103686
36,-0.4335292630836278
37,12.818694235537073
38,-312.6532036189501
39,78.65228708011253
40,-82.33595216599159
41,-209.93834477459572
42,-240.30398378740298
43,133.57031775832007
44,-76.98816115812727
45,106.67303136411205
46,-4.199170837508362
47,21.946723689749575
48,-98.46570390889599
49,-28.250733193272644
50,10.776951272211505
51,-176.5012051588975
52,66.76406085316991
53,-96.89630766847343
54,-109.42517437045473
55,-155.2331110536377
56,60.52867104731088
57,111.96673417869715
58,-75.27617995852572
59,40.77678967401401
60,41.47220638571661
61,-52.01462537308451
62,166.79250876094508
63,45.75860514430887
64,58.28493057667343
65,21.721851070318706
66,82.03400422950763
67,-2.886253103554452
68,-2.1688576727019147
69,1.6812459587807176
70,-27.724013633034314
71,161.12031591046375
72,-40.64298426554444
73,21.630041694683463
74,-66.82957392159717
75,-69.69039353770069
76,38.2664327053678
77,-161.1594191746512
78,-0.5112732031270149
79,151.37200752119148
80,-38.95492018763505
81,-120.48259914630351
82,-196.1703847556049
83,34.65194203801019
84,148.26342016604804
85,273.79322404428274
86,-258.3051511655622
87,-86.70088539716681
88,75.27067725064694
89,-90.64873494318701
90,-51.93309231339259
91,125.52807719473003
92,-165.80161991949473
93,-118.77773874019549
94,48.707326401575095
95,96.04928819811285
96,-217.36266228390315
97,-122.04231219143229
98,-172.46346074278233
99,-50.11842098144959
100,127.248948572019
101,-84.18127681353607
102,-2.24071087118584
103,-1.7818491176085045
104,-0.5360971699518373
105,81.55546214550989
106,44.72719008277227
107,94.64597362991985
108,-33.51612212620944
109,-86.22446885146749
110,35.216129613923314
111,16.432219409039643
112,118.62985253276233
113,7.204146526402205
114,74.1240491314672
115,32.85194221926645
116,-144.3640986972665
117,6.94287776192121
118,19.531384451534883
119,-23.91845032773005
120,-23.537988925117325
121,-258.02750710002977
122,269.4373086541518
123,153.64071033283216
124,11.59184823967012
125,84.5080285149188
126,-14.426284735932711
127,-155.76204532997633
128,114.94870224246412
129,-33.03944573621367
130,-217.55125849356298
131,121.84778533085532
132,-31.264435687599963
133,-86.54107446036569
134,171.70946858069746
135,41.98593687434469
136,-19.76257979675261
137,63.840178355775535
138,44.962822331792665
139,-177.93787986328377
140,130.1900879774747
141,-75.39014343672493
142,214.63819729583733
143,136.15326443999905
144,-2.9672607793340546
145,-155.83763362047054
146,-18.950799292236667
147,136.59665253436012
148,37.15677755222606
149,56.982963380913546
150,-4.360523239288682
151,-43.78390411159155
152,19.035724036350956
153,-71.36310892173955
154,25.924289001923714
155,141.72734168795134
156,350.45315403528406
157,218.0060391243007
158,28.870607403175672
159,-37.882856101631596
160,-173.15292902275243
161,12.763408110853252
162,300.13244273748063
163,77.18641173531007
164,-22.932898055812643
165,156.02091665354612
166,-157.74027796942096
167,138.1751572561543
168,172.51648404805934
169,-46.49872885251721
170,67.10336581254136
171,97.50270129724592
172,94.1979568650582
173,31.197063345652353
174,175.1772107862082
175,-152.89041960527277
176,-96.82588751185253
177,-174.09584646080174
178,-18.405169510144617
179,-108.67173028719994
180,-16.553694935656765
181,-60.045494724231744
182,-76.45930404637372
183,68.10438406495142
184,-68.99725676346605
185,88.75904106045462
186,-58.37200723597714
187,-111.2291419555795
188,-79.31047683296887
189,185.91141952053405
190,-43.22492859726274
191,220.58822897671433
192,-57.15176109184554
193,-86.86434143544429
194,46.97832964606741
195,2.474911551812017
196,72.7065333148916
197,-64.47123572120566
198,210.15159459438058
199,-138.5170270501396
200,-96.78372209133917
201,-115.02973558592404
202,23.16257257262705
203,54.535759625033215
204,151.72739381123438
205,49.816213262378255
206,91.35033424908215
207,174.06594784853905
208,-271.32578888349155
209,-175.7705164665865
210,-107.84521482702606
211,-82.71229901279943
212,27.818464676950946
213,-50.48298154306879
214,79.38714943544386
215,-18.984504195297113
216,-54.182507895952675
217,-29.587042203033718
218,67.26470629450198
219,91.66729284089084
220,-82.62565269674995
221,-149.17951071293083
222,50.99846322543704
223,238.25965779588086
224,-47.29621624342626
225,17.8226053881525
226,-59.368336945692626
227,13.17161822607057
228,9.058122203785338
229,37.64174576289449
230,114.94830629849083
231,20.070605490785905
232,-110.04610116024074
233,46.766542282904695
234,98.04997574641055
235,-91.31880269013939
236,-179.6682391865324
237,170.65198106279195
238,107.1128561670428
239,64.87409955611115
240,-10.375514544597898
241,-24.457912148228665
242,-48.57884312059642
243,-174.2235392027213
244,-65.05358034897893
245,-27.708936374323685
246,-172.32991713375986
247,-29.750514224347835
248,34.4539520530317
249,-124.677599499269
250,16.777330254660757
251,-0.01251167422656252
252,-256.7370159046305
253,-258.22148642997945
254,-168.1142908356955
255,49.87714260925371
256,129.75273781928664
257,73.15442971885976
258,118.40096547391427
259,96.2483080456693
260,21.36301398434661
261,-307.39582800338064
262,188.70403095970633
263,-130.92039569626098
264,-46.15230428614855
265,-83.83110506776731
266,-88.69232887754187
267,136.2228773471521
268,162.89398323893155
269,-42.3917993094545
270,-142.6945776802953
271,113.60816659313852
272,-21.94281902692263
273,87.90758448566856
274,106.55426347838439
275,26.605503934054333
276,-52.23709050619438
277,-28.204685624201048
278,30.05452809475809
279,71.08763389683537
280,27.20499014155673
281,-129.15620321043255
282,-13.5417579344412
283,-14.143888925926788
284,-129.73282878599287
285,165.23058697622054
286,-12.012403862035484
287,-134.89515350065554
288,208.528345057372
289,47.84685395104602
290,94.10633576641709
291,30.137490352463224
292,207.60707275221722
293,-39.436431584063605
294,-34.11813175965079
295,-43.76619609220228
296,52.63966536206986
297,-64.94292789007474
298,94.62764935634067
299,-86.15880727421482
300,-97.66124631356658
301,-23.646931843501402
302,-93.15685605982578
303,-26.005669057596762
304,61.827614315137126
305,-35.07288472269964
306,-73.85154483621488
307,-179.9935412980493
308,-164.0092503733993
309,39.62395461992219
310,84.38760151458234
311,305.9498202195369
312,130.2041409442861
313,130.79185270947073
314,52.03104132477173
315,-22.514468041942873
316,186.19490882575144
317,-60.06446631629337
318,130.4906974605772
319,153.64617807911043
320,-33.665064444014405
321,-207.2184720646235
322,-99.17248669057253
323,5.57637435404763
324,-46.16145080039375
325,-39.1673905108095
326,159.16242190115364
327,134.56140380116693
328,25.66735098865707
329,-91.4233743157314
330,187.7175709111259
331,-64.05561708588759
332,67.2668433134961
333,78.63482084225154
334,99.65742677504686
335,-106.99136878658041
336,113.38342461569123
337,-35.560685664241724
338,88.54379338956714
339,-81.22422663629246
340,-204.5789341299547
341,157.41187094251254
342,-94.82619469809717
343,65.19527114655057
344,126.61302080550261
345,30.555410156867907
346,-178.0195780597766
347,-35.58919291773499
348,-49.36593113044542
349,-119.12589366434149
350,9.468006473427238
351,-88.15516211195988
352,-39.924804011752286
353,-167.64900444674143
354,-222.87638916512006
355,4.680639628555856
356,-208.22357955378456
357,185.77010269480405
358,-10.524676217811923
359,20.731270146241833
360,32.692559757401945
361,244.05193713350994
362,-26.669001732512942
363,138.02578874573834
364,57.73076235682989
365,8.68702579243456
366,-88.60016944147164
367,-11.26723711966649
368,222.87011146306077
369,-14.856650835325588
370,-137.40010130047105
371,-51.686676848248425
372,-93.78350259945233
373,7.480166009519721
374,-17.772154967830758
375,-65.91299292748666
376,-16.687653431716793
377,-173.22063568660423
378,-123.6721898918917
379,43.871504522099436
380,-37.321125733001914
381,-159.56954879134403
382,87.71939043431689
383,-1.0864551851698643
384,134.80591563625998
385,-46.20632708279342
386,4.058033515322208
387,174.61449287308966
388,173.08414717694532
389,45.89777590278634
390,-28.275171913173807
391,59.45740994597889
392,112.26576736403467
393,-38.412535486273086
394,-68.19715095278434
395,-82.90348784628657
396,-189.91660670039875
397,128.08868071582754
398,63.20726417117055
399,57.44471722445847
